Name,Date,Value
,,4.1
,,4
,,3.7
,,3.6
,,3.3
,,3.5
,,3.1
,,2.6
,,2.2
,,2.2
,,2.7
,,2.4
,,2.2
,,1.8
,,1.3
,,-0.3
,,-3.2
,,-6
,,-8.2
,,-9.4
,,-10.7
,,-11.5
,,-12.2
,,-12.4
,,-12.7
,,-12.9
,,-13.1
,,-12.4
,,-10.9
,,-9.1
,,-7.3
,,-6
,,-4.9
,,-4.5
,,-4.7
,,-5.2
,,-5.5
,,-5.6
,,-5.2
,,-4.5
,,-4.2
,,-3.4
,,-3.1
,,-2.8
,,-2.7
,,-2.3
,,-1.9
,,-1
,,-0.4
,,0.2
,,0.3
,,0.3
,,0.2
,,-0.1
,,-0.6
,,-0.8
,,-0.9
,,-0.5
,,-0.2
,,-0.4
,,-0.7
,,-1.2
,,-1.3
,,-1.4
,,-1.2
,,-1.1
,,-0.7
,,-0.7
,,-0.8
,,-1.8
,,-2.2
,,-2.3
,,-1.8
,,-1.3
,,-1.2
,,-1.1
,,-1.3
,,-1.2
,,-1
,,-0.8
,,-0.7
,,-0.5
,,-0.5
,,-0.3
,,-0.5
,,-0.5
,,-0.5
,,-0.3
,2.3,-0.1
,,0.1
,,0.3
,2.7,0.4
,,0.4
,,0.7
,4.1,1
,,1.2
,,1.3
,3,1.2
,,1.4
,,1.2
,3.8,1.3
,,1.2
,,1.4
,3.8,1.4
,,1.7
,,1.5
,4.1,1.4
,,1.1
,,1.3
,5.1,1.3
,,1.3
,,1.3
,4.7,1.5
,,1.9
,,2
,4.4,2.1
,,2.2
,,2.6
,4.8,2.6
,,2.7
,,2.4
,5.8,2.6
,,2.4
,,2.1
,7,1.7
,,1.2
,,0.7
,5.4,0.3
,,-0.1
,,-0.2
,3.8,-0.2
,,0
,,-0.2
,3.3,-0.4
,,-0.4
,,-0.2
,3.9,-0.2
,,-0.1
,,0.3
,3.9,0.6
,,0.6
,,0.3
,4.5,0
,,-0.3
,,-0.6
,3.8,-0.7
,,-0.7
,,-0.7
,3.3,-0.5
,,-0.5
,,-0.7
,1.8,-2.2
,,-7.4
,,-11.4
,-10.6,-12.7
,,-9.6
,,-7.1
,-4,-5.8
,,-5
,,-4.9
,-5.9,-5.2
,,-5.2
,,-5
,-1.7,-3.5
,,2.4
,,7.4
,14.5,9.7
,,6.1
,,3.7
,9.8,2.3
,,1.3
,,0.9
,4.8,1.2
,,1.6
,,1.6
,2.2,1.2
,,0.8
,,0.5
,3.5,0.1
,,0.1
,,-0.1
,5.5,0
,,0
,,0
,4.4,-0.3
,,-0.6
,,-0.9
,3.4,-0.7
,,-0.7
,,-0.6
,2.4,-0.7
,,-0.7
,,-0.9
,2.5,-0.9
,,-0.8
,,-0.7
,2.3,-0.6
,,-0.6
,,-0.5
,2.7,-0.4
,,-0.2
,,-0.6
,2.8,-0.7
,,-1.1
,,-0.8
,1.9,-1
,,-0.8
,,-0.6
,1.5,-4.2
,,-5.4
,,-7.1
,,-7.7
,,-7.9
,,-7.6
,,-7.5
,,-7.1
,,-7.1
,,-6.8
,,-6.9
,,-7
,,-6.8
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
% of information,,47.06
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,88.24
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,,94.12
% of information,2.3,94.12
% of information,,94.12
% of information,,100
% of information,2.7,100
% of information,,100
% of information,,100
% of information,4.1,100
% of information,,100
% of information,,100
% of information,3,100
% of information,,100
% of information,,100
% of information,3.8,100
% of information,,100
% of information,,100
% of information,3.8,100
% of information,,100
% of information,,100
% of information,4.1,100
% of information,,100
% of information,,100
% of information,5.1,100
% of information,,100
% of information,,100
% of information,4.7,100
% of information,,100
% of information,,100
% of information,4.4,100
% of information,,100
% of information,,100
% of information,4.8,100
% of information,,100
% of information,,100
% of information,5.8,100
% of information,,100
% of information,,100
% of information,7,100
% of information,,100
% of information,,100
% of information,5.4,100
% of information,,100
% of information,,100
% of information,3.8,100
% of information,,100
% of information,,100
% of information,3.3,100
% of information,,100
% of information,,100
% of information,3.9,100
% of information,,100
% of information,,100
% of information,3.9,100
% of information,,100
% of information,,100
% of information,4.5,100
% of information,,100
% of information,,100
% of information,3.8,100
% of information,,100
% of information,,100
% of information,3.3,100
% of information,,100
% of information,,100
% of information,1.8,100
% of information,,100
% of information,,100
% of information,-10.6,100
% of information,,100
% of information,,100
% of information,-4,100
% of information,,100
% of information,,100
% of information,-5.9,100
% of information,,100
% of information,,100
% of information,-1.7,100
% of information,,100
% of information,,100
% of information,14.5,100
% of information,,100
% of information,,100
% of information,9.8,100
% of information,,100
% of information,,100
% of information,4.8,100
% of information,,100
% of information,,100
% of information,2.2,100
