Date,County Code,County Name,Number of Transactions,Legend Name EN,Legend Name HU,Legend Name RO
2020-11,7,BOTOSANI,658,Others,Egyéb,Alti
2020-11,8,BRAILA,538,Others,Egyéb,Alti
2020-11,9,BRASOV,3279,Brasov,Brassó,Brasov
2020-11,10,BUCURESTI,12132,Bucharest,Bukarest,Bucuresti
2020-11,11,BUZAU,1015,Others,Egyéb,Alti
2020-11,12,CALARASI,278,Others,Egyéb,Alti
2020-11,13,CARAS SEVERIN,227,Others,Egyéb,Alti
2020-11,14,CLUJ,3456,Cluj,Kolozs,Cluj
2020-11,15,CONSTANTA,2185,Constanta,Konstanca,Constanta
2020-11,16,COVASNA,297,Others,Egyéb,Alti
2020-11,17,DAMBOVITA,828,Others,Egyéb,Alti
2020-11,18,DOLJ,1417,Others,Egyéb,Alti
2020-11,19,GALATI,1156,Others,Egyéb,Alti
2020-11,20,GIURGIU,517,Others,Egyéb,Alti
2020-11,21,GORJ,549,Others,Egyéb,Alti
2020-11,22,HARGHITA,649,Others,Egyéb,Alti
2020-11,23,HUNEDOARA,845,Others,Egyéb,Alti
2020-11,24,IALOMITA,429,Others,Egyéb,Alti
2020-11,25,IASI,3232,Others,Egyéb,Alti
2020-11,26,ILFOV,5498,Ilfov,Ilfov,Ilfov
2020-11,27,MARAMURES,606,Others,Egyéb,Alti
2020-11,28,MEHEDINTI,579,Others,Egyéb,Alti
2020-11,29,MURES,1069,Others,Egyéb,Alti
2020-11,30,NEAMT,850,Others,Egyéb,Alti
2020-11,31,OLT,233,Others,Egyéb,Alti
2020-11,32,PRAHOVA,1408,Others,Egyéb,Alti
2020-11,33,SALAJ,337,Others,Egyéb,Alti
2020-11,34,SATU MARE,984,Others,Egyéb,Alti
2020-11,35,SIBIU,825,Others,Egyéb,Alti
2020-11,36,SUCEAVA,1392,Others,Egyéb,Alti
2020-11,37,TELEORMAN,429,Others,Egyéb,Alti
2020-11,38,TIMIS,3107,Timis,Temes,Timis
2020-11,39,TULCEA,402,Others,Egyéb,Alti
2020-11,40,VALCEA,605,Others,Egyéb,Alti
2020-11,41,VASLUI,590,Others,Egyéb,Alti
2020-11,42,VRANCEA,623,Others,Egyéb,Alti
2020-12,1,ALBA,631,Others,Egyéb,Alti
2020-12,2,ARAD,1785,Others,Egyéb,Alti
2020-12,3,ARGES,1197,Others,Egyéb,Alti
2020-12,4,BACAU,1509,Others,Egyéb,Alti
2020-12,5,BIHOR,2286,Others,Egyéb,Alti
2020-12,6,BISTRITA NASAUD,655,Others,Egyéb,Alti
2020-12,7,BOTOSANI,1140,Others,Egyéb,Alti
2020-12,8,BRAILA,1043,Others,Egyéb,Alti
2020-12,9,BRASOV,4793,Brasov,Brassó,Brasov
2020-12,10,BUCURESTI,12967,Bucharest,Bukarest,Bucuresti
2020-12,11,BUZAU,1546,Others,Egyéb,Alti
2020-12,12,CALARASI,489,Others,Egyéb,Alti
2020-12,13,CARAS SEVERIN,188,Others,Egyéb,Alti
2020-12,14,CLUJ,5247,Cluj,Kolozs,Cluj
2020-12,15,CONSTANTA,2948,Constanta,Konstanca,Constanta
2020-12,16,COVASNA,377,Others,Egyéb,Alti
2020-12,17,DAMBOVITA,1592,Others,Egyéb,Alti
2020-12,18,DOLJ,2227,Others,Egyéb,Alti
2020-12,19,GALATI,1215,Others,Egyéb,Alti
2020-12,20,GIURGIU,915,Others,Egyéb,Alti
2020-12,21,GORJ,740,Others,Egyéb,Alti
2020-12,22,HARGHITA,812,Others,Egyéb,Alti
2020-12,23,HUNEDOARA,775,Others,Egyéb,Alti
2020-12,24,IALOMITA,761,Others,Egyéb,Alti
2020-12,25,IASI,4141,Others,Egyéb,Alti
2020-12,26,ILFOV,5734,Ilfov,Ilfov,Ilfov
2020-12,27,MARAMURES,945,Others,Egyéb,Alti
2020-12,28,MEHEDINTI,783,Others,Egyéb,Alti
2020-12,29,MURES,1370,Others,Egyéb,Alti
2020-12,30,NEAMT,1255,Others,Egyéb,Alti
2020-12,31,OLT,236,Others,Egyéb,Alti
2020-12,32,PRAHOVA,2216,Others,Egyéb,Alti
2020-12,33,SALAJ,430,Others,Egyéb,Alti
2020-12,34,SATU MARE,1295,Others,Egyéb,Alti
2020-12,35,SIBIU,1141,Others,Egyéb,Alti
2020-12,36,SUCEAVA,2093,Others,Egyéb,Alti
2020-12,37,TELEORMAN,689,Others,Egyéb,Alti
2020-12,38,TIMIS,3955,Timis,Temes,Timis
2020-12,39,TULCEA,685,Others,Egyéb,Alti
2020-12,40,VALCEA,735,Others,Egyéb,Alti
2020-12,41,VASLUI,966,Others,Egyéb,Alti
2020-12,42,VRANCEA,848,Others,Egyéb,Alti
2021-01,1,ALBA,379,Others,Egyéb,Alti
2021-01,2,ARAD,714,Others,Egyéb,Alti
2021-01,3,ARGES,823,Others,Egyéb,Alti
2021-01,4,BACAU,953,Others,Egyéb,Alti
2021-01,5,BIHOR,1550,Others,Egyéb,Alti
2021-01,6,BISTRITA NASAUD,445,Others,Egyéb,Alti
2021-01,7,BOTOSANI,709,Others,Egyéb,Alti
2021-01,8,BRAILA,458,Others,Egyéb,Alti
2021-01,9,BRASOV,2884,Brasov,Brassó,Brasov
2021-01,10,BUCURESTI,7635,Bucharest,Bukarest,Bucuresti
2021-01,11,BUZAU,981,Others,Egyéb,Alti
2021-01,12,CALARASI,308,Others,Egyéb,Alti
2021-01,13,CARAS SEVERIN,186,Others,Egyéb,Alti
2021-01,14,CLUJ,2889,Cluj,Kolozs,Cluj
2021-01,15,CONSTANTA,2147,Constanta,Konstanca,Constanta
2021-01,16,COVASNA,199,Others,Egyéb,Alti
2021-01,17,DAMBOVITA,841,Others,Egyéb,Alti
2021-01,18,DOLJ,1264,Others,Egyéb,Alti
2021-01,19,GALATI,1376,Others,Egyéb,Alti
2021-01,20,GIURGIU,442,Others,Egyéb,Alti
2021-01,21,GORJ,537,Others,Egyéb,Alti
2021-01,22,HARGHITA,520,Others,Egyéb,Alti
2021-01,23,HUNEDOARA,510,Others,Egyéb,Alti
2021-01,24,IALOMITA,546,Others,Egyéb,Alti
2021-01,25,IASI,2274,Others,Egyéb,Alti
2021-01,26,ILFOV,4876,Ilfov,Ilfov,Ilfov
2021-01,27,MARAMURES,609,Others,Egyéb,Alti
2021-01,28,MEHEDINTI,493,Others,Egyéb,Alti
2021-01,29,MURES,701,Others,Egyéb,Alti
2021-01,30,NEAMT,734,Others,Egyéb,Alti
2021-01,31,OLT,303,Others,Egyéb,Alti
2021-01,32,PRAHOVA,1244,Others,Egyéb,Alti
2021-01,33,SALAJ,325,Others,Egyéb,Alti
2021-01,34,SATU MARE,666,Others,Egyéb,Alti
2021-01,35,SIBIU,723,Others,Egyéb,Alti
2021-01,36,SUCEAVA,1546,Others,Egyéb,Alti
2021-01,37,TELEORMAN,531,Others,Egyéb,Alti
2021-01,38,TIMIS,2108,Timis,Temes,Timis
2021-01,39,TULCEA,498,Others,Egyéb,Alti
2021-01,40,VALCEA,603,Others,Egyéb,Alti
2021-01,41,VASLUI,579,Others,Egyéb,Alti
2021-01,42,VRANCEA,627,Others,Egyéb,Alti
2021-02,1,ALBA,626,Others,Egyéb,Alti
2021-02,2,ARAD,1545,Others,Egyéb,Alti
2021-02,3,ARGES,1193,Others,Egyéb,Alti
2021-02,4,BACAU,718,Others,Egyéb,Alti
2021-02,5,BIHOR,1517,Others,Egyéb,Alti
2021-02,6,BISTRITA NASAUD,369,Others,Egyéb,Alti
2021-02,7,BOTOSANI,490,Others,Egyéb,Alti
2021-02,8,BRAILA,396,Others,Egyéb,Alti
2021-02,9,BRASOV,2781,Brasov,Brassó,Brasov
2021-02,10,BUCURESTI,8592,Bucharest,Bukarest,Bucuresti
2021-02,11,BUZAU,856,Others,Egyéb,Alti
2021-02,12,CALARASI,434,Others,Egyéb,Alti
2021-02,13,CARAS SEVERIN,245,Others,Egyéb,Alti
2021-02,14,CLUJ,2696,Cluj,Kolozs,Cluj
2021-02,15,CONSTANTA,2336,Constanta,Konstanca,Constanta
2021-02,16,COVASNA,159,Others,Egyéb,Alti
2021-02,17,DAMBOVITA,1041,Others,Egyéb,Alti
2021-02,18,DOLJ,1411,Others,Egyéb,Alti
2021-02,19,GALATI,820,Others,Egyéb,Alti
2021-02,20,GIURGIU,428,Others,Egyéb,Alti
2021-02,21,GORJ,457,Others,Egyéb,Alti
2021-02,22,HARGHITA,588,Others,Egyéb,Alti
2021-02,23,HUNEDOARA,755,Others,Egyéb,Alti
2021-02,24,IALOMITA,666,Others,Egyéb,Alti
2021-02,25,IASI,2318,Others,Egyéb,Alti
2021-02,26,ILFOV,3986,Ilfov,Ilfov,Ilfov
2021-02,27,MARAMURES,605,Others,Egyéb,Alti
2021-02,28,MEHEDINTI,432,Others,Egyéb,Alti
2021-02,29,MURES,796,Others,Egyéb,Alti
2021-02,30,NEAMT,794,Others,Egyéb,Alti
2021-02,31,OLT,536,Others,Egyéb,Alti
2021-02,32,PRAHOVA,1451,Others,Egyéb,Alti
2021-02,33,SALAJ,344,Others,Egyéb,Alti
2021-02,34,SATU MARE,849,Others,Egyéb,Alti
2021-02,35,SIBIU,767,Others,Egyéb,Alti
2021-02,36,SUCEAVA,1233,Others,Egyéb,Alti
2021-02,37,TELEORMAN,346,Others,Egyéb,Alti
2021-02,38,TIMIS,2601,Timis,Temes,Timis
2021-02,39,TULCEA,432,Others,Egyéb,Alti
2021-02,40,VALCEA,548,Others,Egyéb,Alti
2021-02,41,VASLUI,470,Others,Egyéb,Alti
2021-02,42,VRANCEA,520,Others,Egyéb,Alti
2021-03,1,ALBA,576,Others,Egyéb,Alti
2021-03,2,ARAD,1621,Others,Egyéb,Alti
2021-03,3,ARGES,1178,Others,Egyéb,Alti
2021-03,4,BACAU,1075,Others,Egyéb,Alti
2021-03,5,BIHOR,2105,Others,Egyéb,Alti
2021-03,6,BISTRITA NASAUD,622,Others,Egyéb,Alti
2021-03,7,BOTOSANI,913,Others,Egyéb,Alti
2021-03,8,BRAILA,631,Others,Egyéb,Alti
2021-03,9,BRASOV,3532,Brasov,Brassó,Brasov
2021-03,10,BUCURESTI,10958,Bucharest,Bukarest,Bucuresti
2021-03,11,BUZAU,1111,Others,Egyéb,Alti
2021-03,12,CALARASI,419,Others,Egyéb,Alti
2021-03,13,CARAS SEVERIN,322,Others,Egyéb,Alti
2021-03,14,CLUJ,3917,Cluj,Kolozs,Cluj
2021-03,15,CONSTANTA,2977,Constanta,Konstanca,Constanta
2021-03,16,COVASNA,193,Others,Egyéb,Alti
2021-03,17,DAMBOVITA,1458,Others,Egyéb,Alti
2021-03,18,DOLJ,1250,Others,Egyéb,Alti
2021-03,19,GALATI,1154,Others,Egyéb,Alti
2021-03,20,GIURGIU,535,Others,Egyéb,Alti
2021-03,21,GORJ,547,Others,Egyéb,Alti
2021-03,22,HARGHITA,875,Others,Egyéb,Alti
2021-03,23,HUNEDOARA,826,Others,Egyéb,Alti
2021-03,24,IALOMITA,551,Others,Egyéb,Alti
2021-03,25,IASI,3006,Others,Egyéb,Alti
2021-03,26,ILFOV,4306,Ilfov,Ilfov,Ilfov
2021-03,27,MARAMURES,881,Others,Egyéb,Alti
2021-03,28,MEHEDINTI,547,Others,Egyéb,Alti
2021-03,29,MURES,1370,Others,Egyéb,Alti
2021-03,30,NEAMT,894,Others,Egyéb,Alti
2021-03,31,OLT,733,Others,Egyéb,Alti
2021-03,32,PRAHOVA,1767,Others,Egyéb,Alti
2021-03,33,SALAJ,435,Others,Egyéb,Alti
2021-03,34,SATU MARE,943,Others,Egyéb,Alti
2021-03,35,SIBIU,877,Others,Egyéb,Alti
2021-03,36,SUCEAVA,1591,Others,Egyéb,Alti
2021-03,37,TELEORMAN,459,Others,Egyéb,Alti
2021-03,38,TIMIS,3245,Timis,Temes,Timis
2021-03,39,TULCEA,564,Others,Egyéb,Alti
2021-03,40,VALCEA,603,Others,Egyéb,Alti
2021-03,41,VASLUI,652,Others,Egyéb,Alti
2021-03,42,VRANCEA,672,Others,Egyéb,Alti
2021-04,1,ALBA,435,Others,Egyéb,Alti
2021-04,2,ARAD,1541,Others,Egyéb,Alti
2021-04,3,ARGES,1077,Others,Egyéb,Alti
2021-04,4,BACAU,1027,Others,Egyéb,Alti
2021-04,5,BIHOR,2138,Others,Egyéb,Alti
2021-04,6,BISTRITA NASAUD,489,Others,Egyéb,Alti
2021-04,7,BOTOSANI,895,Others,Egyéb,Alti
2021-04,8,BRAILA,436,Others,Egyéb,Alti
2021-04,9,BRASOV,2748,Brasov,Brassó,Brasov
2021-04,10,BUCURESTI,9365,Bucharest,Bukarest,Bucuresti
2021-04,11,BUZAU,1092,Others,Egyéb,Alti
2021-04,12,CALARASI,290,Others,Egyéb,Alti
2021-04,13,CARAS SEVERIN,722,Others,Egyéb,Alti
2021-04,14,CLUJ,3103,Cluj,Kolozs,Cluj
2021-04,15,CONSTANTA,2576,Constanta,Konstanca,Constanta
2021-04,16,COVASNA,175,Others,Egyéb,Alti
2021-04,17,DAMBOVITA,1279,Others,Egyéb,Alti
2021-04,18,DOLJ,886,Others,Egyéb,Alti
2021-04,19,GALATI,1011,Others,Egyéb,Alti
2021-04,20,GIURGIU,519,Others,Egyéb,Alti
2021-04,21,GORJ,569,Others,Egyéb,Alti
2021-04,22,HARGHITA,752,Others,Egyéb,Alti
2021-04,23,HUNEDOARA,942,Others,Egyéb,Alti
2021-04,24,IALOMITA,510,Others,Egyéb,Alti
2021-04,25,IASI,2820,Others,Egyéb,Alti
2021-04,26,ILFOV,3243,Ilfov,Ilfov,Ilfov
2021-04,27,MARAMURES,861,Others,Egyéb,Alti
2021-04,28,MEHEDINTI,539,Others,Egyéb,Alti
2021-04,29,MURES,948,Others,Egyéb,Alti
2021-04,30,NEAMT,829,Others,Egyéb,Alti
2021-04,31,OLT,612,Others,Egyéb,Alti
2021-04,32,PRAHOVA,1454,Others,Egyéb,Alti
2021-04,33,SALAJ,456,Others,Egyéb,Alti
2021-04,34,SATU MARE,811,Others,Egyéb,Alti
2021-04,35,SIBIU,988,Others,Egyéb,Alti
2021-04,36,SUCEAVA,1524,Others,Egyéb,Alti
2021-04,37,TELEORMAN,355,Others,Egyéb,Alti
2021-04,38,TIMIS,3144,Timis,Temes,Timis
2021-04,39,TULCEA,444,Others,Egyéb,Alti
2021-04,40,VALCEA,605,Others,Egyéb,Alti
2021-04,41,VASLUI,648,Others,Egyéb,Alti
2021-04,42,VRANCEA,711,Others,Egyéb,Alti
2021-05,1,ALBA,394,Others,Egyéb,Alti
2021-05,2,ARAD,838,Others,Egyéb,Alti
2021-05,3,ARGES,824,Others,Egyéb,Alti
2021-05,4,BACAU,958,Others,Egyéb,Alti
2021-05,5,BIHOR,1749,Others,Egyéb,Alti
2021-05,6,BISTRITA NASAUD,463,Others,Egyéb,Alti
2021-05,7,BOTOSANI,702,Others,Egyéb,Alti
2021-05,8,BRAILA,576,Others,Egyéb,Alti
2021-05,9,BRASOV,2622,Brasov,Brassó,Brasov
2021-05,10,BUCURESTI,9158,Bucharest,Bukarest,Bucuresti
2021-05,11,BUZAU,838,Others,Egyéb,Alti
2021-05,12,CALARASI,112,Others,Egyéb,Alti
2021-05,13,CARAS SEVERIN,299,Others,Egyéb,Alti
2021-05,14,CLUJ,2604,Cluj,Kolozs,Cluj
2021-05,15,CONSTANTA,1979,Constanta,Konstanca,Constanta
2021-05,16,COVASNA,179,Others,Egyéb,Alti
2021-05,17,DAMBOVITA,966,Others,Egyéb,Alti
2021-05,18,DOLJ,708,Others,Egyéb,Alti
2021-05,19,GALATI,841,Others,Egyéb,Alti
2021-05,20,GIURGIU,437,Others,Egyéb,Alti
2021-05,21,GORJ,505,Others,Egyéb,Alti
2021-05,22,HARGHITA,793,Others,Egyéb,Alti
2021-05,23,HUNEDOARA,630,Others,Egyéb,Alti
2021-05,24,IALOMITA,418,Others,Egyéb,Alti
2021-05,25,IASI,2842,Others,Egyéb,Alti
2021-05,26,ILFOV,2582,Ilfov,Ilfov,Ilfov
2021-05,27,MARAMURES,777,Others,Egyéb,Alti
2021-05,28,MEHEDINTI,486,Others,Egyéb,Alti
2021-05,29,MURES,941,Others,Egyéb,Alti
2021-05,30,NEAMT,814,Others,Egyéb,Alti
2021-05,31,OLT,463,Others,Egyéb,Alti
2021-05,32,PRAHOVA,1267,Others,Egyéb,Alti
2021-05,33,SALAJ,294,Others,Egyéb,Alti
2021-05,34,SATU MARE,684,Others,Egyéb,Alti
2021-05,35,SIBIU,767,Others,Egyéb,Alti
2021-05,36,SUCEAVA,1274,Others,Egyéb,Alti
2021-05,37,TELEORMAN,271,Others,Egyéb,Alti
2021-05,38,TIMIS,2761,Timis,Temes,Timis
2021-05,39,TULCEA,344,Others,Egyéb,Alti
2021-05,40,VALCEA,481,Others,Egyéb,Alti
2021-05,41,VASLUI,676,Others,Egyéb,Alti
2021-05,42,VRANCEA,456,Others,Egyéb,Alti
2021-06,1,ALBA,448,Others,Egyéb,Alti
2021-06,2,ARAD,1368,Others,Egyéb,Alti
2021-06,3,ARGES,1044,Others,Egyéb,Alti
2021-06,4,BACAU,1032,Others,Egyéb,Alti
2021-06,5,BIHOR,2083,Others,Egyéb,Alti
2021-06,6,BISTRITA NASAUD,488,Others,Egyéb,Alti
2021-06,7,BOTOSANI,855,Others,Egyéb,Alti
2021-06,8,BRAILA,643,Others,Egyéb,Alti
2021-06,9,BRASOV,3230,Brasov,Brassó,Brasov
2021-06,10,BUCURESTI,9181,Bucharest,Bukarest,Bucuresti
2021-06,11,BUZAU,1091,Others,Egyéb,Alti
2021-06,12,CALARASI,203,Others,Egyéb,Alti
2021-06,13,CARAS SEVERIN,301,Others,Egyéb,Alti
2021-06,14,CLUJ,2613,Cluj,Kolozs,Cluj
2021-06,15,CONSTANTA,2413,Constanta,Konstanca,Constanta
2021-06,16,COVASNA,166,Others,Egyéb,Alti
2021-06,17,DAMBOVITA,1151,Others,Egyéb,Alti
2021-06,18,DOLJ,716,Others,Egyéb,Alti
2021-06,19,GALATI,1020,Others,Egyéb,Alti
2021-06,20,GIURGIU,467,Others,Egyéb,Alti
2021-06,21,GORJ,504,Others,Egyéb,Alti
2021-06,22,HARGHITA,772,Others,Egyéb,Alti
2021-06,23,HUNEDOARA,806,Others,Egyéb,Alti
2021-06,24,IALOMITA,675,Others,Egyéb,Alti
2021-06,25,IASI,2861,Others,Egyéb,Alti
2021-06,26,ILFOV,3002,Ilfov,Ilfov,Ilfov
2021-06,27,MARAMURES,747,Others,Egyéb,Alti
2021-06,28,MEHEDINTI,527,Others,Egyéb,Alti
2021-06,29,MURES,922,Others,Egyéb,Alti
2021-06,30,NEAMT,1042,Others,Egyéb,Alti
2021-06,31,OLT,571,Others,Egyéb,Alti
2021-06,32,PRAHOVA,1487,Others,Egyéb,Alti
2021-06,33,SALAJ,811,Others,Egyéb,Alti
2021-06,34,SATU MARE,1104,Others,Egyéb,Alti
2021-06,35,SIBIU,1039,Others,Egyéb,Alti
2021-06,36,SUCEAVA,1496,Others,Egyéb,Alti
2021-06,37,TELEORMAN,327,Others,Egyéb,Alti
2021-06,38,TIMIS,2931,Timis,Temes,Timis
2021-06,39,TULCEA,481,Others,Egyéb,Alti
2021-06,40,VALCEA,667,Others,Egyéb,Alti
2021-06,41,VASLUI,700,Others,Egyéb,Alti
2021-06,42,VRANCEA,796,Others,Egyéb,Alti
2021-07,1,ALBA,473,Others,Egyéb,Alti
2021-07,2,ARAD,1685,Others,Egyéb,Alti
2021-07,3,ARGES,999,Others,Egyéb,Alti
2021-07,4,BACAU,1403,Others,Egyéb,Alti
2021-07,5,BIHOR,1797,Others,Egyéb,Alti
2021-07,6,BISTRITA NASAUD,600,Others,Egyéb,Alti
2021-07,7,BOTOSANI,942,Others,Egyéb,Alti
2021-07,8,BRAILA,635,Others,Egyéb,Alti
2021-07,9,BRASOV,2993,Brasov,Brassó,Brasov
2021-07,10,BUCURESTI,10592,Bucharest,Bukarest,Bucuresti
2021-07,11,BUZAU,1149,Others,Egyéb,Alti
2021-07,12,CALARASI,237,Others,Egyéb,Alti
2021-07,13,CARAS SEVERIN,188,Others,Egyéb,Alti
2021-07,14,CLUJ,3221,Cluj,Kolozs,Cluj
2021-07,15,CONSTANTA,2855,Constanta,Konstanca,Constanta
2021-07,16,COVASNA,300,Others,Egyéb,Alti
2021-07,17,DAMBOVITA,1333,Others,Egyéb,Alti
2021-07,18,DOLJ,968,Others,Egyéb,Alti
2021-07,19,GALATI,1176,Others,Egyéb,Alti
2021-07,20,GIURGIU,594,Others,Egyéb,Alti
2021-07,21,GORJ,538,Others,Egyéb,Alti
2021-07,22,HARGHITA,922,Others,Egyéb,Alti
2021-07,23,HUNEDOARA,861,Others,Egyéb,Alti
2021-07,24,IALOMITA,655,Others,Egyéb,Alti
2021-07,25,IASI,2993,Others,Egyéb,Alti
2021-07,26,ILFOV,2467,Ilfov,Ilfov,Ilfov
2021-07,27,MARAMURES,603,Others,Egyéb,Alti
2021-07,28,MEHEDINTI,536,Others,Egyéb,Alti
2021-07,29,MURES,1097,Others,Egyéb,Alti
2021-07,30,NEAMT,968,Others,Egyéb,Alti
2021-07,31,OLT,707,Others,Egyéb,Alti
2021-07,32,PRAHOVA,1643,Others,Egyéb,Alti
2021-07,33,SALAJ,466,Others,Egyéb,Alti
2021-07,34,SATU MARE,992,Others,Egyéb,Alti
2021-07,35,SIBIU,1097,Others,Egyéb,Alti
2021-07,36,SUCEAVA,1730,Others,Egyéb,Alti
2021-07,37,TELEORMAN,356,Others,Egyéb,Alti
2021-07,38,TIMIS,3312,Timis,Temes,Timis
2021-07,39,TULCEA,780,Others,Egyéb,Alti
2021-07,40,VALCEA,745,Others,Egyéb,Alti
2021-07,41,VASLUI,770,Others,Egyéb,Alti
2021-07,42,VRANCEA,948,Others,Egyéb,Alti
2021-08,1,ALBA,394,Others,Egyéb,Alti
2021-08,2,ARAD,1257,Others,Egyéb,Alti
2021-08,3,ARGES,957,Others,Egyéb,Alti
2021-08,4,BACAU,1676,Others,Egyéb,Alti
2021-08,5,BIHOR,1864,Others,Egyéb,Alti
2021-08,6,BISTRITA NASAUD,649,Others,Egyéb,Alti
2021-08,7,BOTOSANI,1057,Others,Egyéb,Alti
2021-08,8,BRAILA,659,Others,Egyéb,Alti
2021-08,9,BRASOV,3772,Brasov,Brassó,Brasov
2021-08,10,BUCURESTI,10412,Bucharest,Bukarest,Bucuresti
2021-08,11,BUZAU,1161,Others,Egyéb,Alti
2021-08,12,CALARASI,164,Others,Egyéb,Alti
2021-08,13,CARAS SEVERIN,246,Others,Egyéb,Alti
2021-08,14,CLUJ,3228,Cluj,Kolozs,Cluj
2021-08,15,CONSTANTA,2946,Constanta,Konstanca,Constanta
2021-08,16,COVASNA,212,Others,Egyéb,Alti
2021-08,17,DAMBOVITA,1499,Others,Egyéb,Alti
2021-08,18,DOLJ,906,Others,Egyéb,Alti
2021-08,19,GALATI,1252,Others,Egyéb,Alti
2021-08,20,GIURGIU,693,Others,Egyéb,Alti
2021-08,21,GORJ,588,Others,Egyéb,Alti
2021-08,22,HARGHITA,717,Others,Egyéb,Alti
2021-08,23,HUNEDOARA,997,Others,Egyéb,Alti
2021-08,24,IALOMITA,541,Others,Egyéb,Alti
2021-08,25,IASI,2931,Others,Egyéb,Alti
2021-08,26,ILFOV,3018,Ilfov,Ilfov,Ilfov
2021-08,27,MARAMURES,744,Others,Egyéb,Alti
2021-08,28,MEHEDINTI,680,Others,Egyéb,Alti
2021-08,29,MURES,1032,Others,Egyéb,Alti
2021-08,30,NEAMT,1433,Others,Egyéb,Alti
2021-08,31,OLT,331,Others,Egyéb,Alti
2021-08,32,PRAHOVA,1644,Others,Egyéb,Alti
2021-08,33,SALAJ,613,Others,Egyéb,Alti
2021-08,34,SATU MARE,1157,Others,Egyéb,Alti
2021-08,35,SIBIU,1300,Others,Egyéb,Alti
2021-08,36,SUCEAVA,2162,Others,Egyéb,Alti
2021-08,37,TELEORMAN,503,Others,Egyéb,Alti
2021-08,38,TIMIS,3500,Timis,Temes,Timis
2021-08,39,TULCEA,470,Others,Egyéb,Alti
2021-08,40,VALCEA,804,Others,Egyéb,Alti
2021-08,41,VASLUI,871,Others,Egyéb,Alti
2021-08,42,VRANCEA,1097,Others,Egyéb,Alti
2021-09,1,ALBA,417,Others,Egyéb,Alti
2021-09,2,ARAD,1247,Others,Egyéb,Alti
2021-09,3,ARGES,978,Others,Egyéb,Alti
2021-09,4,BACAU,1433,Others,Egyéb,Alti
2021-09,5,BIHOR,2224,Others,Egyéb,Alti
2021-09,6,BISTRITA NASAUD,723,Others,Egyéb,Alti
2021-09,7,BOTOSANI,1048,Others,Egyéb,Alti
2021-09,8,BRAILA,679,Others,Egyéb,Alti
2021-09,9,BRASOV,3988,Brasov,Brassó,Brasov
2021-09,10,BUCURESTI,11282,Bucharest,Bukarest,Bucuresti
2021-09,11,BUZAU,1240,Others,Egyéb,Alti
2021-09,12,CALARASI,261,Others,Egyéb,Alti
2021-09,13,CARAS SEVERIN,341,Others,Egyéb,Alti
2021-09,14,CLUJ,3289,Cluj,Kolozs,Cluj
2021-09,15,CONSTANTA,2588,Constanta,Konstanca,Constanta
2021-09,16,COVASNA,336,Others,Egyéb,Alti
2021-09,17,DAMBOVITA,1414,Others,Egyéb,Alti
2021-09,18,DOLJ,1176,Others,Egyéb,Alti
2021-09,19,GALATI,1305,Others,Egyéb,Alti
2021-09,20,GIURGIU,670,Others,Egyéb,Alti
2021-09,21,GORJ,639,Others,Egyéb,Alti
2021-09,22,HARGHITA,813,Others,Egyéb,Alti
2021-09,23,HUNEDOARA,957,Others,Egyéb,Alti
2021-09,24,IALOMITA,735,Others,Egyéb,Alti
2021-09,25,IASI,3180,Others,Egyéb,Alti
2021-09,26,ILFOV,3181,Ilfov,Ilfov,Ilfov
2021-09,27,MARAMURES,858,Others,Egyéb,Alti
2021-09,28,MEHEDINTI,579,Others,Egyéb,Alti
2021-09,29,MURES,1114,Others,Egyéb,Alti
2021-09,30,NEAMT,1182,Others,Egyéb,Alti
2021-09,31,OLT,825,Others,Egyéb,Alti
2021-09,32,PRAHOVA,1216,Others,Egyéb,Alti
2021-09,33,SALAJ,548,Others,Egyéb,Alti
2021-09,34,SATU MARE,1241,Others,Egyéb,Alti
2021-09,35,SIBIU,1279,Others,Egyéb,Alti
2021-09,36,SUCEAVA,1948,Others,Egyéb,Alti
2021-09,37,TELEORMAN,572,Others,Egyéb,Alti
2021-09,38,TIMIS,3776,Timis,Temes,Timis
2021-09,39,TULCEA,555,Others,Egyéb,Alti
2021-09,40,VALCEA,651,Others,Egyéb,Alti
2021-09,41,VASLUI,791,Others,Egyéb,Alti
2021-09,42,VRANCEA,1271,Others,Egyéb,Alti
2021-10,1,ALBA,528,Others,Egyéb,Alti
2021-10,2,ARAD,1098,Others,Egyéb,Alti
2021-10,3,ARGES,725,Others,Egyéb,Alti
2021-10,4,BACAU,1488,Others,Egyéb,Alti
2021-10,5,BIHOR,2213,Others,Egyéb,Alti
2021-10,6,BISTRITA NASAUD,499,Others,Egyéb,Alti
2021-10,7,BOTOSANI,967,Others,Egyéb,Alti
2021-10,8,BRAILA,729,Others,Egyéb,Alti
2021-10,9,BRASOV,3215,Brasov,Brassó,Brasov
2021-10,10,BUCURESTI,11158,Bucharest,Bukarest,Bucuresti
2021-10,11,BUZAU,1177,Others,Egyéb,Alti
2021-10,12,CALARASI,201,Others,Egyéb,Alti
2021-10,13,CARAS SEVERIN,489,Others,Egyéb,Alti
2021-10,14,CLUJ,2994,Cluj,Kolozs,Cluj
2021-10,15,CONSTANTA,2544,Constanta,Konstanca,Constanta
2021-10,16,COVASNA,238,Others,Egyéb,Alti
2021-10,17,DAMBOVITA,1253,Others,Egyéb,Alti
