Date,County Code,County Name,Number of Transactions,Legend Name EN,Legend Name HU,Legend Name RO
2021-10,18,DOLJ,1392,Others,Egyéb,Alti
2021-10,19,GALATI,1498,Others,Egyéb,Alti
2021-10,20,GIURGIU,556,Others,Egyéb,Alti
2021-10,21,GORJ,639,Others,Egyéb,Alti
2021-10,22,HARGHITA,710,Others,Egyéb,Alti
2021-10,23,HUNEDOARA,944,Others,Egyéb,Alti
2021-10,24,IALOMITA,601,Others,Egyéb,Alti
2021-10,25,IASI,2942,Others,Egyéb,Alti
2021-10,26,ILFOV,4226,Ilfov,Ilfov,Ilfov
2021-10,27,MARAMURES,688,Others,Egyéb,Alti
2021-10,28,MEHEDINTI,552,Others,Egyéb,Alti
2021-10,29,MURES,1170,Others,Egyéb,Alti
2021-10,30,NEAMT,986,Others,Egyéb,Alti
2021-10,31,OLT,735,Others,Egyéb,Alti
2021-10,32,PRAHOVA,1539,Others,Egyéb,Alti
2021-10,33,SALAJ,514,Others,Egyéb,Alti
2021-10,34,SATU MARE,1068,Others,Egyéb,Alti
2021-10,35,SIBIU,1045,Others,Egyéb,Alti
2021-10,36,SUCEAVA,1498,Others,Egyéb,Alti
2021-10,37,TELEORMAN,456,Others,Egyéb,Alti
2021-10,38,TIMIS,3030,Timis,Temes,Timis
2021-10,39,TULCEA,408,Others,Egyéb,Alti
2021-10,40,VALCEA,482,Others,Egyéb,Alti
2021-10,41,VASLUI,806,Others,Egyéb,Alti
2021-10,42,VRANCEA,852,Others,Egyéb,Alti
2021-11,1,ALBA,545,Others,Egyéb,Alti
2021-11,2,ARAD,1144,Others,Egyéb,Alti
2021-11,3,ARGES,734,Others,Egyéb,Alti
2021-11,4,BACAU,1100,Others,Egyéb,Alti
2021-11,5,BIHOR,1928,Others,Egyéb,Alti
2021-11,6,BISTRITA NASAUD,573,Others,Egyéb,Alti
2021-11,7,BOTOSANI,937,Others,Egyéb,Alti
2021-11,8,BRAILA,448,Others,Egyéb,Alti
2021-11,9,BRASOV,3041,Brasov,Brassó,Brasov
2021-11,10,BUCURESTI,9918,Bucharest,Bukarest,Bucuresti
2021-11,11,BUZAU,1219,Others,Egyéb,Alti
2021-11,12,CALARASI,221,Others,Egyéb,Alti
2021-11,13,CARAS SEVERIN,261,Others,Egyéb,Alti
2021-11,14,CLUJ,3057,Cluj,Kolozs,Cluj
2021-11,15,CONSTANTA,2321,Constanta,Konstanca,Constanta
2021-11,16,COVASNA,341,Others,Egyéb,Alti
2021-11,17,DAMBOVITA,1252,Others,Egyéb,Alti
2021-11,18,DOLJ,1405,Others,Egyéb,Alti
2021-11,19,GALATI,1209,Others,Egyéb,Alti
2021-11,20,GIURGIU,572,Others,Egyéb,Alti
2021-11,21,GORJ,575,Others,Egyéb,Alti
2021-11,22,HARGHITA,915,Others,Egyéb,Alti
2021-11,23,HUNEDOARA,765,Others,Egyéb,Alti
2021-11,24,IALOMITA,564,Others,Egyéb,Alti
2021-11,25,IASI,2423,Others,Egyéb,Alti
2021-11,26,ILFOV,4765,Ilfov,Ilfov,Ilfov
2021-11,27,MARAMURES,567,Others,Egyéb,Alti
2021-11,28,MEHEDINTI,472,Others,Egyéb,Alti
2021-11,29,MURES,997,Others,Egyéb,Alti
2021-11,30,NEAMT,995,Others,Egyéb,Alti
2021-11,31,OLT,444,Others,Egyéb,Alti
2021-11,32,PRAHOVA,1529,Others,Egyéb,Alti
2021-11,33,SALAJ,400,Others,Egyéb,Alti
2021-11,34,SATU MARE,964,Others,Egyéb,Alti
2021-11,35,SIBIU,1043,Others,Egyéb,Alti
2021-11,36,SUCEAVA,1420,Others,Egyéb,Alti
2021-11,37,TELEORMAN,543,Others,Egyéb,Alti
2021-11,38,TIMIS,3310,Timis,Temes,Timis
2021-11,39,TULCEA,542,Others,Egyéb,Alti
2021-11,40,VALCEA,580,Others,Egyéb,Alti
2021-11,41,VASLUI,613,Others,Egyéb,Alti
2021-11,42,VRANCEA,912,Others,Egyéb,Alti
2021-12,1,ALBA,668,Others,Egyéb,Alti
2021-12,2,ARAD,1557,Others,Egyéb,Alti
2021-12,3,ARGES,1074,Others,Egyéb,Alti
2021-12,4,BACAU,1587,Others,Egyéb,Alti
2021-12,5,BIHOR,2223,Others,Egyéb,Alti
2021-12,6,BISTRITA NASAUD,833,Others,Egyéb,Alti
2021-12,7,BOTOSANI,1301,Others,Egyéb,Alti
2021-12,8,BRAILA,1179,Others,Egyéb,Alti
2021-12,9,BRASOV,3648,Brasov,Brassó,Brasov
2021-12,10,BUCURESTI,14438,Bucharest,Bukarest,Bucuresti
2021-12,11,BUZAU,1425,Others,Egyéb,Alti
2021-12,12,CALARASI,303,Others,Egyéb,Alti
2021-12,13,CARAS SEVERIN,485,Others,Egyéb,Alti
2021-12,14,CLUJ,3658,Cluj,Kolozs,Cluj
2021-12,15,CONSTANTA,3950,Constanta,Konstanca,Constanta
2021-12,16,COVASNA,449,Others,Egyéb,Alti
2021-12,17,DAMBOVITA,1961,Others,Egyéb,Alti
2021-12,18,DOLJ,1629,Others,Egyéb,Alti
2021-12,19,GALATI,1198,Others,Egyéb,Alti
2021-12,20,GIURGIU,578,Others,Egyéb,Alti
2021-12,21,GORJ,690,Others,Egyéb,Alti
2021-12,22,HARGHITA,1002,Others,Egyéb,Alti
2021-12,23,HUNEDOARA,933,Others,Egyéb,Alti
2021-12,24,IALOMITA,559,Others,Egyéb,Alti
2021-12,25,IASI,3030,Others,Egyéb,Alti
2021-12,26,ILFOV,4902,Ilfov,Ilfov,Ilfov
2021-12,27,MARAMURES,651,Others,Egyéb,Alti
2021-12,28,MEHEDINTI,593,Others,Egyéb,Alti
2021-12,29,MURES,1403,Others,Egyéb,Alti
2021-12,30,NEAMT,1247,Others,Egyéb,Alti
2021-12,31,OLT,651,Others,Egyéb,Alti
2021-12,32,PRAHOVA,1696,Others,Egyéb,Alti
2021-12,33,SALAJ,569,Others,Egyéb,Alti
2021-12,34,SATU MARE,1405,Others,Egyéb,Alti
2021-12,35,SIBIU,1110,Others,Egyéb,Alti
2021-12,36,SUCEAVA,2090,Others,Egyéb,Alti
2021-12,37,TELEORMAN,560,Others,Egyéb,Alti
2021-12,38,TIMIS,3647,Timis,Temes,Timis
2021-12,39,TULCEA,845,Others,Egyéb,Alti
2021-12,40,VALCEA,899,Others,Egyéb,Alti
2021-12,41,VASLUI,805,Others,Egyéb,Alti
2021-12,42,VRANCEA,998,Others,Egyéb,Alti
2022-01,1,ALBA,203,Others,Egyéb,Alti
2022-01,2,ARAD,647,Others,Egyéb,Alti
2022-01,3,ARGES,749,Others,Egyéb,Alti
2022-01,4,BACAU,838,Others,Egyéb,Alti
2022-01,5,BIHOR,1286,Others,Egyéb,Alti
2022-01,6,BISTRITA NASAUD,374,Others,Egyéb,Alti
2022-01,7,BOTOSANI,793,Others,Egyéb,Alti
2022-01,8,BRAILA,492,Others,Egyéb,Alti
2022-01,9,BRASOV,2211,Brasov,Brassó,Brasov
2022-01,10,BUCURESTI,7195,Bucharest,Bukarest,Bucuresti
2022-01,11,BUZAU,899,Others,Egyéb,Alti
2022-01,12,CALARASI,208,Others,Egyéb,Alti
2022-01,13,CARAS SEVERIN,247,Others,Egyéb,Alti
2022-01,14,CLUJ,1935,Cluj,Kolozs,Cluj
2022-01,15,CONSTANTA,2167,Constanta,Konstanca,Constanta
2022-01,16,COVASNA,239,Others,Egyéb,Alti
2022-01,17,DAMBOVITA,656,Others,Egyéb,Alti
2022-01,18,DOLJ,947,Others,Egyéb,Alti
2022-01,19,GALATI,905,Others,Egyéb,Alti
2022-01,20,GIURGIU,343,Others,Egyéb,Alti
2022-01,21,GORJ,469,Others,Egyéb,Alti
2022-01,22,HARGHITA,498,Others,Egyéb,Alti
2022-01,23,HUNEDOARA,532,Others,Egyéb,Alti
2022-01,24,IALOMITA,353,Others,Egyéb,Alti
2022-01,25,IASI,1766,Others,Egyéb,Alti
2022-01,26,ILFOV,2241,Ilfov,Ilfov,Ilfov
2022-01,27,MARAMURES,369,Others,Egyéb,Alti
2022-01,28,MEHEDINTI,459,Others,Egyéb,Alti
2022-01,29,MURES,379,Others,Egyéb,Alti
2022-01,30,NEAMT,720,Others,Egyéb,Alti
2022-01,31,OLT,365,Others,Egyéb,Alti
2022-01,32,PRAHOVA,1024,Others,Egyéb,Alti
2022-01,33,SALAJ,224,Others,Egyéb,Alti
2022-01,34,SATU MARE,688,Others,Egyéb,Alti
2022-01,35,SIBIU,575,Others,Egyéb,Alti
2022-01,36,SUCEAVA,1291,Others,Egyéb,Alti
2022-01,37,TELEORMAN,224,Others,Egyéb,Alti
2022-01,38,TIMIS,1791,Timis,Temes,Timis
2022-01,39,TULCEA,333,Others,Egyéb,Alti
2022-01,40,VALCEA,494,Others,Egyéb,Alti
2022-01,41,VASLUI,652,Others,Egyéb,Alti
2022-01,42,VRANCEA,729,Others,Egyéb,Alti
2022-02,1,ALBA,475,Others,Egyéb,Alti
2022-02,2,ARAD,1378,Others,Egyéb,Alti
2022-02,3,ARGES,771,Others,Egyéb,Alti
2022-02,4,BACAU,965,Others,Egyéb,Alti
2022-02,5,BIHOR,1850,Others,Egyéb,Alti
2022-02,6,BISTRITA NASAUD,577,Others,Egyéb,Alti
2022-02,7,BOTOSANI,950,Others,Egyéb,Alti
2022-02,8,BRAILA,587,Others,Egyéb,Alti
2022-02,9,BRASOV,2721,Brasov,Brassó,Brasov
2022-02,10,BUCURESTI,10918,Bucharest,Bukarest,Bucuresti
2022-02,11,BUZAU,1393,Others,Egyéb,Alti
2022-02,12,CALARASI,438,Others,Egyéb,Alti
2022-02,13,CARAS SEVERIN,600,Others,Egyéb,Alti
2022-02,14,CLUJ,3041,Cluj,Kolozs,Cluj
2022-02,15,CONSTANTA,2754,Constanta,Konstanca,Constanta
2022-02,16,COVASNA,318,Others,Egyéb,Alti
2022-02,17,DAMBOVITA,985,Others,Egyéb,Alti
2022-02,18,DOLJ,1362,Others,Egyéb,Alti
2022-02,19,GALATI,1313,Others,Egyéb,Alti
2022-02,20,GIURGIU,651,Others,Egyéb,Alti
2022-02,21,GORJ,535,Others,Egyéb,Alti
2022-02,22,HARGHITA,600,Others,Egyéb,Alti
2022-02,23,HUNEDOARA,779,Others,Egyéb,Alti
2022-02,24,IALOMITA,654,Others,Egyéb,Alti
2022-02,25,IASI,2005,Others,Egyéb,Alti
2022-02,26,ILFOV,4568,Ilfov,Ilfov,Ilfov
2022-02,27,MARAMURES,534,Others,Egyéb,Alti
2022-02,28,MEHEDINTI,605,Others,Egyéb,Alti
2022-02,29,MURES,1004,Others,Egyéb,Alti
2022-02,30,NEAMT,986,Others,Egyéb,Alti
2022-02,31,OLT,660,Others,Egyéb,Alti
2022-02,32,PRAHOVA,1479,Others,Egyéb,Alti
2022-02,33,SALAJ,380,Others,Egyéb,Alti
2022-02,34,SATU MARE,950,Others,Egyéb,Alti
2022-02,35,SIBIU,1044,Others,Egyéb,Alti
2022-02,36,SUCEAVA,1312,Others,Egyéb,Alti
2022-02,37,TELEORMAN,475,Others,Egyéb,Alti
2022-02,38,TIMIS,3459,Timis,Temes,Timis
2022-02,39,TULCEA,528,Others,Egyéb,Alti
2022-02,40,VALCEA,627,Others,Egyéb,Alti
2022-02,41,VASLUI,692,Others,Egyéb,Alti
2022-02,42,VRANCEA,740,Others,Egyéb,Alti
2022-03,1,ALBA,508,Others,Egyéb,Alti
2022-03,2,ARAD,1671,Others,Egyéb,Alti
2022-03,3,ARGES,1085,Others,Egyéb,Alti
2022-03,4,BACAU,1320,Others,Egyéb,Alti
2022-03,5,BIHOR,2647,Others,Egyéb,Alti
2022-03,6,BISTRITA NASAUD,611,Others,Egyéb,Alti
2022-03,7,BOTOSANI,1073,Others,Egyéb,Alti
2022-03,8,BRAILA,880,Others,Egyéb,Alti
2022-03,9,BRASOV,3445,Brasov,Brassó,Brasov
2022-03,10,BUCURESTI,14423,Bucharest,Bukarest,Bucuresti
2022-03,11,BUZAU,1438,Others,Egyéb,Alti
2022-03,12,CALARASI,456,Others,Egyéb,Alti
2022-03,13,CARAS SEVERIN,488,Others,Egyéb,Alti
2022-03,14,CLUJ,4035,Cluj,Kolozs,Cluj
2022-03,15,CONSTANTA,2733,Constanta,Konstanca,Constanta
2022-03,16,COVASNA,459,Others,Egyéb,Alti
2022-03,17,DAMBOVITA,1191,Others,Egyéb,Alti
2022-03,18,DOLJ,1941,Others,Egyéb,Alti
2022-03,19,GALATI,1489,Others,Egyéb,Alti
2022-03,20,GIURGIU,702,Others,Egyéb,Alti
2022-03,21,GORJ,626,Others,Egyéb,Alti
2022-03,22,HARGHITA,817,Others,Egyéb,Alti
2022-03,23,HUNEDOARA,965,Others,Egyéb,Alti
2022-03,24,IALOMITA,735,Others,Egyéb,Alti
2022-03,25,IASI,2837,Others,Egyéb,Alti
2022-03,26,ILFOV,4626,Ilfov,Ilfov,Ilfov
2022-03,27,MARAMURES,801,Others,Egyéb,Alti
2022-03,28,MEHEDINTI,634,Others,Egyéb,Alti
2022-03,29,MURES,1097,Others,Egyéb,Alti
2022-03,30,NEAMT,1169,Others,Egyéb,Alti
2022-03,31,OLT,859,Others,Egyéb,Alti
2022-03,32,PRAHOVA,1772,Others,Egyéb,Alti
2022-03,33,SALAJ,485,Others,Egyéb,Alti
2022-03,34,SATU MARE,1267,Others,Egyéb,Alti
2022-03,35,SIBIU,1432,Others,Egyéb,Alti
2022-03,36,SUCEAVA,1634,Others,Egyéb,Alti
2022-03,37,TELEORMAN,558,Others,Egyéb,Alti
2022-03,38,TIMIS,3830,Timis,Temes,Timis
2022-03,39,TULCEA,692,Others,Egyéb,Alti
2022-03,40,VALCEA,830,Others,Egyéb,Alti
2022-03,41,VASLUI,798,Others,Egyéb,Alti
2022-03,42,VRANCEA,1064,Others,Egyéb,Alti
2022-04,1,ALBA,299,Others,Egyéb,Alti
2022-04,2,ARAD,894,Others,Egyéb,Alti
2022-04,3,ARGES,781,Others,Egyéb,Alti
2022-04,4,BACAU,937,Others,Egyéb,Alti
2022-04,5,BIHOR,1721,Others,Egyéb,Alti
2022-04,6,BISTRITA NASAUD,591,Others,Egyéb,Alti
2022-04,7,BOTOSANI,978,Others,Egyéb,Alti
2022-04,8,BRAILA,561,Others,Egyéb,Alti
2022-04,9,BRASOV,2903,Brasov,Brassó,Brasov
2022-04,10,BUCURESTI,12105,Bucharest,Bukarest,Bucuresti
2022-04,11,BUZAU,1045,Others,Egyéb,Alti
2022-04,12,CALARASI,289,Others,Egyéb,Alti
2022-04,13,CARAS SEVERIN,385,Others,Egyéb,Alti
2022-04,14,CLUJ,2473,Cluj,Kolozs,Cluj
2022-04,15,CONSTANTA,2014,Constanta,Konstanca,Constanta
2022-04,16,COVASNA,312,Others,Egyéb,Alti
2022-04,17,DAMBOVITA,1383,Others,Egyéb,Alti
2022-04,18,DOLJ,1383,Others,Egyéb,Alti
2022-04,19,GALATI,905,Others,Egyéb,Alti
2022-04,20,GIURGIU,542,Others,Egyéb,Alti
2022-04,21,GORJ,492,Others,Egyéb,Alti
2022-04,22,HARGHITA,662,Others,Egyéb,Alti
2022-04,23,HUNEDOARA,847,Others,Egyéb,Alti
2022-04,24,IALOMITA,585,Others,Egyéb,Alti
2022-04,25,IASI,1942,Others,Egyéb,Alti
2022-04,26,ILFOV,2832,Ilfov,Ilfov,Ilfov
2022-04,27,MARAMURES,528,Others,Egyéb,Alti
2022-04,28,MEHEDINTI,669,Others,Egyéb,Alti
2022-04,29,MURES,875,Others,Egyéb,Alti
2022-04,30,NEAMT,838,Others,Egyéb,Alti
2022-04,31,OLT,427,Others,Egyéb,Alti
2022-04,32,PRAHOVA,1149,Others,Egyéb,Alti
2022-04,33,SALAJ,418,Others,Egyéb,Alti
2022-04,34,SATU MARE,1032,Others,Egyéb,Alti
2022-04,35,SIBIU,864,Others,Egyéb,Alti
2022-04,36,SUCEAVA,1133,Others,Egyéb,Alti
2022-04,37,TELEORMAN,394,Others,Egyéb,Alti
2022-04,38,TIMIS,2646,Timis,Temes,Timis
2022-04,39,TULCEA,448,Others,Egyéb,Alti
2022-04,40,VALCEA,620,Others,Egyéb,Alti
2022-04,41,VASLUI,598,Others,Egyéb,Alti
2022-04,42,VRANCEA,725,Others,Egyéb,Alti
2022-05,1,ALBA,583,Others,Egyéb,Alti
2022-05,2,ARAD,1451,Others,Egyéb,Alti
2022-05,3,ARGES,880,Others,Egyéb,Alti
2022-05,4,BACAU,1240,Others,Egyéb,Alti
2022-05,5,BIHOR,1878,Others,Egyéb,Alti
2022-05,6,BISTRITA NASAUD,633,Others,Egyéb,Alti
2022-05,7,BOTOSANI,1053,Others,Egyéb,Alti
2022-05,8,BRAILA,655,Others,Egyéb,Alti
2022-05,9,BRASOV,3486,Brasov,Brassó,Brasov
2022-05,10,BUCURESTI,12919,Bucharest,Bukarest,Bucuresti
2022-05,11,BUZAU,1165,Others,Egyéb,Alti
2022-05,12,CALARASI,425,Others,Egyéb,Alti
2022-05,13,CARAS SEVERIN,459,Others,Egyéb,Alti
2022-05,14,CLUJ,3020,Cluj,Kolozs,Cluj
2022-05,15,CONSTANTA,2462,Constanta,Konstanca,Constanta
2022-05,16,COVASNA,519,Others,Egyéb,Alti
2022-05,17,DAMBOVITA,1380,Others,Egyéb,Alti
2022-05,18,DOLJ,1540,Others,Egyéb,Alti
2022-05,19,GALATI,1405,Others,Egyéb,Alti
2022-05,20,GIURGIU,825,Others,Egyéb,Alti
2022-05,21,GORJ,723,Others,Egyéb,Alti
2022-05,22,HARGHITA,851,Others,Egyéb,Alti
2022-05,23,HUNEDOARA,941,Others,Egyéb,Alti
2022-05,24,IALOMITA,662,Others,Egyéb,Alti
2022-05,25,IASI,2803,Others,Egyéb,Alti
2022-05,26,ILFOV,4043,Ilfov,Ilfov,Ilfov
2022-05,27,MARAMURES,615,Others,Egyéb,Alti
2022-05,28,MEHEDINTI,857,Others,Egyéb,Alti
2022-05,29,MURES,1145,Others,Egyéb,Alti
2022-05,30,NEAMT,1049,Others,Egyéb,Alti
2022-05,31,OLT,467,Others,Egyéb,Alti
2022-05,32,PRAHOVA,1634,Others,Egyéb,Alti
2022-05,33,SALAJ,360,Others,Egyéb,Alti
2022-05,34,SATU MARE,991,Others,Egyéb,Alti
2022-05,35,SIBIU,1020,Others,Egyéb,Alti
2022-05,36,SUCEAVA,1760,Others,Egyéb,Alti
2022-05,37,TELEORMAN,547,Others,Egyéb,Alti
2022-05,38,TIMIS,2972,Timis,Temes,Timis
2022-05,39,TULCEA,704,Others,Egyéb,Alti
2022-05,40,VALCEA,662,Others,Egyéb,Alti
2022-05,41,VASLUI,811,Others,Egyéb,Alti
2022-05,42,VRANCEA,1011,Others,Egyéb,Alti
2022-06,1,ALBA,767,Others,Egyéb,Alti
2022-06,2,ARAD,1230,Others,Egyéb,Alti
2022-06,3,ARGES,646,Others,Egyéb,Alti
2022-06,4,BACAU,956,Others,Egyéb,Alti
2022-06,5,BIHOR,1520,Others,Egyéb,Alti
2022-06,6,BISTRITA NASAUD,474,Others,Egyéb,Alti
2022-06,7,BOTOSANI,772,Others,Egyéb,Alti
2022-06,8,BRAILA,875,Others,Egyéb,Alti
2022-06,9,BRASOV,2714,Brasov,Brassó,Brasov
2022-06,10,BUCURESTI,10616,Bucharest,Bukarest,Bucuresti
2022-06,11,BUZAU,1357,Others,Egyéb,Alti
2022-06,12,CALARASI,292,Others,Egyéb,Alti
2022-06,13,CARAS SEVERIN,367,Others,Egyéb,Alti
2022-06,14,CLUJ,2090,Cluj,Kolozs,Cluj
2022-06,15,CONSTANTA,2460,Constanta,Konstanca,Constanta
2022-06,16,COVASNA,309,Others,Egyéb,Alti
2022-06,17,DAMBOVITA,1013,Others,Egyéb,Alti
2022-06,18,DOLJ,1710,Others,Egyéb,Alti
2022-06,19,GALATI,1064,Others,Egyéb,Alti
2022-06,20,GIURGIU,439,Others,Egyéb,Alti
2022-06,21,GORJ,524,Others,Egyéb,Alti
2022-06,22,HARGHITA,638,Others,Egyéb,Alti
2022-06,23,HUNEDOARA,685,Others,Egyéb,Alti
2022-06,24,IALOMITA,523,Others,Egyéb,Alti
2022-06,25,IASI,2238,Others,Egyéb,Alti
2022-06,26,ILFOV,3495,Ilfov,Ilfov,Ilfov
2022-06,27,MARAMURES,527,Others,Egyéb,Alti
2022-06,28,MEHEDINTI,537,Others,Egyéb,Alti
2022-06,29,MURES,779,Others,Egyéb,Alti
2022-06,30,NEAMT,865,Others,Egyéb,Alti
2022-06,31,OLT,439,Others,Egyéb,Alti
2022-06,32,PRAHOVA,1241,Others,Egyéb,Alti
2022-06,33,SALAJ,404,Others,Egyéb,Alti
2022-06,34,SATU MARE,924,Others,Egyéb,Alti
2022-06,35,SIBIU,1043,Others,Egyéb,Alti
2022-06,36,SUCEAVA,1301,Others,Egyéb,Alti
2022-06,37,TELEORMAN,313,Others,Egyéb,Alti
2022-06,38,TIMIS,2472,Timis,Temes,Timis
2022-06,39,TULCEA,471,Others,Egyéb,Alti
2022-06,40,VALCEA,490,Others,Egyéb,Alti
2022-06,41,VASLUI,625,Others,Egyéb,Alti
2022-06,42,VRANCEA,741,Others,Egyéb,Alti
2022-07,1,ALBA,540,Others,Egyéb,Alti
2022-07,2,ARAD,1360,Others,Egyéb,Alti
2022-07,3,ARGES,657,Others,Egyéb,Alti
2022-07,4,BACAU,1229,Others,Egyéb,Alti
2022-07,5,BIHOR,1558,Others,Egyéb,Alti
2022-07,6,BISTRITA NASAUD,545,Others,Egyéb,Alti
2022-07,7,BOTOSANI,1074,Others,Egyéb,Alti
2022-07,8,BRAILA,778,Others,Egyéb,Alti
2022-07,9,BRASOV,2823,Brasov,Brassó,Brasov
2022-07,10,BUCURESTI,11370,Bucharest,Bukarest,Bucuresti
2022-07,11,BUZAU,1428,Others,Egyéb,Alti
2022-07,12,CALARASI,288,Others,Egyéb,Alti
2022-07,13,CARAS SEVERIN,343,Others,Egyéb,Alti
2022-07,14,CLUJ,2923,Cluj,Kolozs,Cluj
2022-07,15,CONSTANTA,2421,Constanta,Konstanca,Constanta
2022-07,16,COVASNA,295,Others,Egyéb,Alti
2022-07,17,DAMBOVITA,1136,Others,Egyéb,Alti
2022-07,18,DOLJ,1364,Others,Egyéb,Alti
2022-07,19,GALATI,1179,Others,Egyéb,Alti
2022-07,20,GIURGIU,703,Others,Egyéb,Alti
2022-07,21,GORJ,641,Others,Egyéb,Alti
2022-07,22,HARGHITA,784,Others,Egyéb,Alti
2022-07,23,HUNEDOARA,841,Others,Egyéb,Alti
2022-07,24,IALOMITA,685,Others,Egyéb,Alti
2022-07,25,IASI,2273,Others,Egyéb,Alti
2022-07,26,ILFOV,3417,Ilfov,Ilfov,Ilfov
2022-07,27,MARAMURES,617,Others,Egyéb,Alti
2022-07,28,MEHEDINTI,581,Others,Egyéb,Alti
2022-07,29,MURES,1208,Others,Egyéb,Alti
2022-07,30,NEAMT,978,Others,Egyéb,Alti
2022-07,31,OLT,283,Others,Egyéb,Alti
2022-07,32,PRAHOVA,1355,Others,Egyéb,Alti
2022-07,33,SALAJ,414,Others,Egyéb,Alti
2022-07,34,SATU MARE,851,Others,Egyéb,Alti
2022-07,35,SIBIU,1029,Others,Egyéb,Alti
2022-07,36,SUCEAVA,1470,Others,Egyéb,Alti
2022-07,37,TELEORMAN,446,Others,Egyéb,Alti
2022-07,38,TIMIS,2548,Timis,Temes,Timis
2022-07,39,TULCEA,551,Others,Egyéb,Alti
2022-07,40,VALCEA,538,Others,Egyéb,Alti
2022-07,41,VASLUI,767,Others,Egyéb,Alti
2022-07,42,VRANCEA,1019,Others,Egyéb,Alti
2022-08,1,ALBA,516,Others,Egyéb,Alti
2022-08,2,ARAD,1300,Others,Egyéb,Alti
2022-08,3,ARGES,888,Others,Egyéb,Alti
2022-08,4,BACAU,1420,Others,Egyéb,Alti
2022-08,5,BIHOR,1528,Others,Egyéb,Alti
2022-08,6,BISTRITA NASAUD,762,Others,Egyéb,Alti
2022-08,7,BOTOSANI,1072,Others,Egyéb,Alti
2022-08,8,BRAILA,1057,Others,Egyéb,Alti
2022-08,9,BRASOV,2947,Brasov,Brassó,Brasov
2022-08,10,BUCURESTI,10402,Bucharest,Bukarest,Bucuresti
2022-08,11,BUZAU,1541,Others,Egyéb,Alti
2022-08,12,CALARASI,397,Others,Egyéb,Alti
2022-08,13,CARAS SEVERIN,428,Others,Egyéb,Alti
2022-08,14,CLUJ,2606,Cluj,Kolozs,Cluj
2022-08,15,CONSTANTA,2427,Constanta,Konstanca,Constanta
2022-08,16,COVASNA,325,Others,Egyéb,Alti
2022-08,17,DAMBOVITA,1154,Others,Egyéb,Alti
2022-08,18,DOLJ,1395,Others,Egyéb,Alti
2022-08,19,GALATI,1346,Others,Egyéb,Alti
2022-08,20,GIURGIU,530,Others,Egyéb,Alti
2022-08,21,GORJ,598,Others,Egyéb,Alti
2022-08,22,HARGHITA,787,Others,Egyéb,Alti
2022-08,23,HUNEDOARA,738,Others,Egyéb,Alti
2022-08,24,IALOMITA,580,Others,Egyéb,Alti
2022-08,25,IASI,2030,Others,Egyéb,Alti
2022-08,26,ILFOV,3184,Ilfov,Ilfov,Ilfov
2022-08,27,MARAMURES,582,Others,Egyéb,Alti
2022-08,28,MEHEDINTI,625,Others,Egyéb,Alti
2022-08,29,MURES,1187,Others,Egyéb,Alti
2022-08,30,NEAMT,1313,Others,Egyéb,Alti
2022-08,31,OLT,365,Others,Egyéb,Alti
2022-08,32,PRAHOVA,1225,Others,Egyéb,Alti
2022-08,33,SALAJ,452,Others,Egyéb,Alti
2022-08,34,SATU MARE,1185,Others,Egyéb,Alti
2022-08,35,SIBIU,1179,Others,Egyéb,Alti
2022-08,36,SUCEAVA,1922,Others,Egyéb,Alti
2022-08,37,TELEORMAN,450,Others,Egyéb,Alti
2022-08,38,TIMIS,2754,Timis,Temes,Timis
2022-08,39,TULCEA,637,Others,Egyéb,Alti
2022-08,40,VALCEA,647,Others,Egyéb,Alti
2022-08,41,VASLUI,874,Others,Egyéb,Alti
2022-08,42,VRANCEA,1031,Others,Egyéb,Alti
2022-09,1,ALBA,321,Others,Egyéb,Alti
2022-09,2,ARAD,1305,Others,Egyéb,Alti
2022-09,3,ARGES,891,Others,Egyéb,Alti
2022-09,4,BACAU,1220,Others,Egyéb,Alti
2022-09,5,BIHOR,1802,Others,Egyéb,Alti
2022-09,6,BISTRITA NASAUD,693,Others,Egyéb,Alti
2022-09,7,BOTOSANI,1032,Others,Egyéb,Alti
2022-09,8,BRAILA,1091,Others,Egyéb,Alti
2022-09,9,BRASOV,2868,Brasov,Brassó,Brasov
2022-09,10,BUCURESTI,12853,Bucharest,Bukarest,Bucuresti
2022-09,11,BUZAU,1444,Others,Egyéb,Alti
2022-09,12,CALARASI,304,Others,Egyéb,Alti
2022-09,13,CARAS SEVERIN,449,Others,Egyéb,Alti
2022-09,14,CLUJ,2552,Cluj,Kolozs,Cluj
2022-09,15,CONSTANTA,2486,Constanta,Konstanca,Constanta
2022-09,16,COVASNA,446,Others,Egyéb,Alti
2022-09,17,DAMBOVITA,1194,Others,Egyéb,Alti
2022-09,18,DOLJ,1582,Others,Egyéb,Alti
2022-09,19,GALATI,1869,Others,Egyéb,Alti
2022-09,20,GIURGIU,476,Others,Egyéb,Alti
2022-09,21,GORJ,641,Others,Egyéb,Alti
2022-09,22,HARGHITA,744,Others,Egyéb,Alti
2022-09,23,HUNEDOARA,811,Others,Egyéb,Alti
2022-09,24,IALOMITA,803,Others,Egyéb,Alti
2022-09,25,IASI,1958,Others,Egyéb,Alti
2022-09,26,ILFOV,4022,Ilfov,Ilfov,Ilfov
2022-09,27,MARAMURES,788,Others,Egyéb,Alti
2022-09,28,MEHEDINTI,619,Others,Egyéb,Alti
